Journal title,Year,Source ID,Publications
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2020,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2021,,0
behavioral sciences,1942,,0
behavioral sciences,1943,,0
behavioral sciences,1944,,0
behavioral sciences,1945,,0
behavioral sciences,1946,,0
behavioral sciences,1947,,0
behavioral sciences,1948,,0
behavioral sciences,1949,,0
behavioral sciences,1950,,0
behavioral sciences,1951,,0
behavioral sciences,1952,,0
behavioral sciences,1953,,0
behavioral sciences,1954,,0
behavioral sciences,1955,,0
behavioral sciences,1956,,0
behavioral sciences,1957,,0
behavioral sciences,1958,,0
behavioral sciences,1959,,0
behavioral sciences,1960,,0
behavioral sciences,1961,,0
behavioral sciences,1962,,0
behavioral sciences,1963,,0
behavioral sciences,1964,,0
behavioral sciences,1965,,0
behavioral sciences,1966,,0
behavioral sciences,1967,,0
behavioral sciences,1968,,0
behavioral sciences,1969,,0
behavioral sciences,1970,,0
behavioral sciences,1971,,0
behavioral sciences,1972,,0
behavioral sciences,1973,,0
behavioral sciences,1974,,0
behavioral sciences,1975,,0
behavioral sciences,1976,,0
behavioral sciences,1977,,0
behavioral sciences,1978,,0
behavioral sciences,1979,,0
behavioral sciences,1980,,0
behavioral sciences,1981,,0
behavioral sciences,1982,,0
behavioral sciences,1983,,0
behavioral sciences,1984,,0
behavioral sciences,1985,,0
behavioral sciences,1986,,0
behavioral sciences,1987,,0
behavioral sciences,1988,,0
behavioral sciences,1989,,0
behavioral sciences,1990,,0
behavioral sciences,1991,,0
behavioral sciences,1992,,0
behavioral sciences,1993,,0
behavioral sciences,1994,,0
behavioral sciences,1995,,0
behavioral sciences,1996,,0
behavioral sciences,1997,,0
behavioral sciences,1998,,0
behavioral sciences,1999,,0
behavioral sciences,2000,,0
behavioral sciences,2001,,0
behavioral sciences,2002,,0
behavioral sciences,2003,,0
behavioral sciences,2004,,0
behavioral sciences,2005,,0
behavioral sciences,2006,,0
behavioral sciences,2007,,0
behavioral sciences,2008,,0
behavioral sciences,2009,,0
behavioral sciences,2010,,0
behavioral sciences,2011,21100901748,2
behavioral sciences,2012,21100901748,13
behavioral sciences,2013,21100901748,43
behavioral sciences,2014,21100901748,31
behavioral sciences,2015,21100901748,35
behavioral sciences,2016,21100901748,28
behavioral sciences,2017,21100901748,83
behavioral sciences,2018,21100901748,116
behavioral sciences,2019,21100901748,157
behavioral sciences,2020,21100901748,167
behavioral sciences,2021,21100901748,181
behavioral sciences and the law,1942,,0
behavioral sciences and the law,1943,,0
behavioral sciences and the law,1944,,0
behavioral sciences and the law,1945,,0
behavioral sciences and the law,1946,,0
behavioral sciences and the law,1947,,0
behavioral sciences and the law,1948,,0
behavioral sciences and the law,1949,,0
behavioral sciences and the law,1950,,0
behavioral sciences and the law,1951,,0
behavioral sciences and the law,1952,,0
behavioral sciences and the law,1953,,0
behavioral sciences and the law,1954,,0
behavioral sciences and the law,1955,,0
behavioral sciences and the law,1956,,0
behavioral sciences and the law,1957,,0
behavioral sciences and the law,1958,,0
behavioral sciences and the law,1959,,0
behavioral sciences and the law,1960,,0
behavioral sciences and the law,1961,,0
behavioral sciences and the law,1962,,0
behavioral sciences and the law,1963,,0
behavioral sciences and the law,1964,,0
behavioral sciences and the law,1965,,0
behavioral sciences and the law,1966,,0
behavioral sciences and the law,1967,,0
behavioral sciences and the law,1968,,0
behavioral sciences and the law,1969,,0
behavioral sciences and the law,1970,,0
behavioral sciences and the law,1971,,0
behavioral sciences and the law,1972,,0
behavioral sciences and the law,1973,,0
behavioral sciences and the law,1974,,0
behavioral sciences and the law,1975,,0
behavioral sciences and the law,1976,,0
behavioral sciences and the law,1977,,0
behavioral sciences and the law,1978,,0
behavioral sciences and the law,1979,,0
behavioral sciences and the law,1980,,0
behavioral sciences and the law,1981,,0
behavioral sciences and the law,1982,,0
behavioral sciences and the law,1983,,0
behavioral sciences and the law,1984,,0
behavioral sciences and the law,1985,12123,13
behavioral sciences and the law,1986,,0
behavioral sciences and the law,1987,,0
behavioral sciences and the law,1988,,0
behavioral sciences and the law,1989,,0
behavioral sciences and the law,1990,12123,3
behavioral sciences and the law,1991,12123,1
behavioral sciences and the law,1992,,0
behavioral sciences and the law,1993,12123,2
behavioral sciences and the law,1994,,0
behavioral sciences and the law,1995,,0
behavioral sciences and the law,1996,12123,27
behavioral sciences and the law,1997,12123,29
behavioral sciences and the law,1998,12123,36
behavioral sciences and the law,1999,12123,44
behavioral sciences and the law,2000,12123,44
behavioral sciences and the law,2001,12123,46
behavioral sciences and the law,2002,12123,47
behavioral sciences and the law,2003,12123,49
behavioral sciences and the law,2004,12123,53
behavioral sciences and the law,2005,12123,49
behavioral sciences and the law,2006,12123,61
behavioral sciences and the law,2007,12123,57
behavioral sciences and the law,2008,12123,52
behavioral sciences and the law,2009,12123,55
behavioral sciences and the law,2010,12123,54
behavioral sciences and the law,2011,12123,54
behavioral sciences and the law,2012,12123,52
behavioral sciences and the law,2013,12123,55
behavioral sciences and the law,2014,12123,58
behavioral sciences and the law,2015,12123,48
behavioral sciences and the law,2016,12123,34
behavioral sciences and the law,2017,12123,35
behavioral sciences and the law,2018,12123,52
behavioral sciences and the law,2019,12123,50
behavioral sciences and the law,2020,12123,40
behavioral sciences and the law,2021,12123,54
behavioral sleep medicine,1942,,0
behavioral sleep medicine,1943,,0
behavioral sleep medicine,1944,,0
behavioral sleep medicine,1945,,0
behavioral sleep medicine,1946,,0
behavioral sleep medicine,1947,,0
behavioral sleep medicine,1948,,0
behavioral sleep medicine,1949,,0
behavioral sleep medicine,1950,,0
behavioral sleep medicine,1951,,0
behavioral sleep medicine,1952,,0
behavioral sleep medicine,1953,,0
behavioral sleep medicine,1954,,0
behavioral sleep medicine,1955,,0
behavioral sleep medicine,1956,,0
behavioral sleep medicine,1957,,0
behavioral sleep medicine,1958,,0
behavioral sleep medicine,1959,,0
behavioral sleep medicine,1960,,0
behavioral sleep medicine,1961,,0
